iter	Logloss
145	0.5419318467
146	0.5418742326
147	0.5418027042
148	0.541734714
149	0.5416617936
150	0.5416008669
151	0.5415477273
152	0.5414749423
153	0.5414113703
154	0.5413589618
155	0.541291081
156	0.5412196963
157	0.5411659952
158	0.5411197268
159	0.5410553349
160	0.5409936041
161	0.5409386201
162	0.5408975318
163	0.5408547222
164	0.5407901958
165	0.5407484371
166	0.5407189889
167	0.5406491468
168	0.5406002139
169	0.5405570423
170	0.5405053835
171	0.5404634095
172	0.5404168496
173	0.5403704747
174	0.5403273818
175	0.5402820987
176	0.5402194507
177	0.540167083
178	0.5401153999
179	0.5400730826
180	0.5400290367
181	0.5399831609
182	0.5399397199
183	0.5398985818
184	0.5398375371
185	0.5397917902
186	0.5397463845
187	0.5396984325
188	0.5396583206
189	0.5396160605
190	0.5395737438
191	0.5395294175
192	0.5394999221
193	0.539474342
194	0.5394492652
195	0.539410771
196	0.5393725491
197	0.5393369503
198	0.5393015962
199	0.539275482
200	0.5392388221
201	0.5392024903
202	0.5391726695
203	0.5391417549
204	0.5391031916
205	0.5390622487
206	0.5390266873
207	0.5389904892
208	0.5389627104
209	0.5389307978
210	0.5389034389
211	0.5388665238
212	0.5388230016
213	0.5387922051
214	0.538762775
215	0.538732748
216	0.5387005219
217	0.5386691665
218	0.5386418729
219	0.5386211558
220	0.5385830608
221	0.5385511977
222	0.5385238376
223	0.5385003736
224	0.5384712461
225	0.538445293
226	0.5384215801
227	0.5383943288
228	0.5383567439
229	0.538321027
230	0.5382897788
231	0.5382686341
232	0.5382490289
233	0.5382211509
234	0.5381940557
235	0.5381655879
236	0.5381395689
237	0.5381151175
238	0.5380913706
239	0.5380672417
240	0.5380323982
241	0.5380091948
242	0.5379948346
243	0.5379734782
244	0.5379460631
245	0.5379294199
246	0.5378990631
247	0.5378785371
248	0.5378550256
249	0.5378268258
250	0.5378019885
251	0.5377804638
252	0.5377576627
253	0.5377348057
254	0.5377211301
255	0.5376941789
256	0.5376748869
257	0.537661764
258	0.5376473455
259	0.5376192845
260	0.5376069794
261	0.5375885004
262	0.5375733064
263	0.5375428894
264	0.5375226026
265	0.5375022286
266	0.5374863747
267	0.5374666981
268	0.5374508241
269	0.5374295852
270	0.5374063946
271	0.5373843267
272	0.5373685184
273	0.5373522847
274	0.537336688
275	0.5373186885
276	0.537301763
277	0.5372725961
278	0.5372543062
279	0.5372322533
280	0.537206494
281	0.5371853637
282	0.5371666517
283	0.537141455
284	0.5371247612
285	0.5371112133
286	0.5370893494
287	0.5370633926
288	0.5370509695
289	0.5370393342
290	0.5370208445
291	0.537005351
292	0.5369812246
293	0.5369682318
294	0.5369487183
295	0.5369309499
296	0.5369098313
297	0.5368929667
298	0.5368777567
299	0.5368586956
300	0.5368424094
301	0.5368260566
302	0.536808277
303	0.5367931508
304	0.5367787612
305	0.5367585614
306	0.5367428876
307	0.5367274582
308	0.5367162334
309	0.5366960836
310	0.5366796598
311	0.5366671542
312	0.5366517359
313	0.5366310609
314	0.5366159338
315	0.5365993227
316	0.5365872463
317	0.5365737658
318	0.5365551547
319	0.5365394417
320	0.5365289574
321	0.5365197581
322	0.5365107519
323	0.5364854026
324	0.5364740973
325	0.5364597255
326	0.536447162
327	0.5364334168
328	0.5364203639
329	0.5364021029
330	0.5363890967
331	0.5363720895
332	0.5363521007
333	0.5363414683
334	0.5363282148
335	0.5363119336
336	0.5363022207
337	0.5362879672
338	0.5362771168
339	0.5362642644
340	0.5362457982
341	0.5362323469
342	0.5362097908
343	0.5361984242
344	0.5361832374
345	0.5361664793
346	0.5361551194
347	0.5361421113
348	0.5361308864
349	0.5361221781
350	0.5361025731
351	0.5360857788
352	0.5360648371
353	0.53605017
354	0.5360370699
355	0.5360296784
356	0.536008916
357	0.5359935336
358	0.5359828374
359	0.5359692149
360	0.5359501675
361	0.5359391919
362	0.5359211532
363	0.5359090143
364	0.535893105
365	0.535878222
366	0.5358593302
367	0.5358453685
368	0.5358335304
369	0.5358238711
370	0.5358112899
371	0.5358071727
372	0.5358006587
373	0.5357811649
374	0.5357643984
375	0.5357507464
376	0.5357373175
377	0.5357257747
378	0.5357105209
379	0.53570088
380	0.5356848082
381	0.5356765325
382	0.5356616284
383	0.5356456972
384	0.5356390907
385	0.5356269355
386	0.5356136365
387	0.5355895246
388	0.5355793402
389	0.5355647975
390	0.5355505348
391	0.5355355132
392	0.5355199274
393	0.5355102349
394	0.5354966111
395	0.535482163
396	0.5354747891
397	0.5354648603
398	0.535454216
399	0.5354313206
400	0.5354163444
401	0.535408099
402	0.5353938206
403	0.5353747765
404	0.5353705862
405	0.5353550005
406	0.5353413742
407	0.5353349304
408	0.5353261474
409	0.5353156065
410	0.535301811
411	0.5352891475
412	0.5352720794
413	0.5352641624
414	0.5352400112
415	0.5352182406
416	0.5352039613
417	0.5351857004
418	0.5351736338
419	0.5351616006
420	0.5351449185
421	0.5351355694
422	0.5351350587
423	0.5351204885
424	0.5351084362
425	0.5350967203
426	0.5350853839
427	0.535074113
428	0.5350607465
429	0.5350484913
430	0.5350390792
431	0.5350301935
432	0.5350214976
433	0.5350095524
434	0.5349985793
435	0.5349891495
436	0.5349721518
437	0.5349639022
438	0.5349548808
439	0.5349447564
440	0.5349349486
441	0.5349286867
442	0.5349148583
443	0.5348923779
444	0.534878478
445	0.5348724952
446	0.5348594683
447	0.5348514844
448	0.5348359041
449	0.5348295646
450	0.5348237837
451	0.5348121497
452	0.5347991768
453	0.5347884462
454	0.5347779679
455	0.5347669498
456	0.53475732
457	0.5347370024
458	0.5347234194
459	0.5347068606
460	0.5346936033
461	0.5346831224
462	0.5346716556
463	0.5346566319
464	0.5346473268
465	0.5346376726
466	0.5346271515
467	0.5346093044
468	0.5345981713
469	0.5345920054
470	0.534587028
471	0.5345782096
472	0.5345680279
473	0.5345633618
474	0.5345511254
475	0.5345400521
476	0.5345297379
477	0.5345184184
478	0.5345114944
479	0.5344963754
480	0.5344850581
481	0.534474394
482	0.5344608019
483	0.5344456848
484	0.5344326258
485	0.5344259362
486	0.5344121321
487	0.5344023073
488	0.5343931511
489	0.5343864163
490	0.5343798438
491	0.5343636421
492	0.5343595166
493	0.5343545175
494	0.5343408963
495	0.5343282734
496	0.5343206081
497	0.5343076498
498	0.534294736
499	0.5342880669
500	0.5342674143
501	0.5342570902
502	0.5342487175
503	0.5342403198
504	0.5342278521
505	0.5342182516
506	0.5342105691
507	0.5342008396
508	0.5341888481
509	0.5341772119
510	0.5341681953
511	0.5341618953
512	0.5341515758
513	0.5341462862
514	0.5341370601
515	0.5341282779
516	0.5341123701
517	0.5341060577
518	0.5341004176
519	0.5340870457
520	0.5340763439
521	0.5340623363
522	0.5340511093
523	0.5340393391
524	0.5340297596
525	0.5340133533
526	0.5339978023
527	0.533988533
528	0.5339720819
529	0.5339587974
530	0.5339515702
531	0.5339365679
532	0.5339253083
533	0.5339129615
534	0.5339038293
535	0.5338936737
536	0.5338831086
537	0.5338754522
538	0.5338689561
539	0.5338566456
540	0.5338444954
541	0.5338349861
542	0.5338215351
543	0.5338134986
544	0.5338056062
545	0.5338034205
546	0.5337879368
547	0.5337825323
548	0.5337747929
549	0.5337684896
550	0.5337592232
551	0.5337544776
552	0.5337516733
553	0.533742978
554	0.5337350221
555	0.5337258555
556	0.5337091872
557	0.5337019537
558	0.5336916536
559	0.5336755357
560	0.5336660998
561	0.5336559585
562	0.5336480936
563	0.5336336704
564	0.5336249395
565	0.5336158087
566	0.5336051786
567	0.5335955886
568	0.5335808347
569	0.533561969
570	0.5335500016
571	0.5335404005
572	0.5335297073
573	0.5335124233
574	0.5334992982
575	0.5334971838
576	0.5334876441
577	0.5334718559
578	0.5334580042
579	0.533446946
580	0.5334425552
581	0.533433532
582	0.5334135073
583	0.5334054201
584	0.5333917006
585	0.5333817252
586	0.5333687274
587	0.5333514008
588	0.5333410136
589	0.5333324807
590	0.5333240577
591	0.5333039013
592	0.5332892668
593	0.5332789569
594	0.5332702034
595	0.5332591156
596	0.5332561818
597	0.5332480446
598	0.5332385713
599	0.5332331653
600	0.5332220135
601	0.5332188972
602	0.5332107384
603	0.5332022258
604	0.5331927158
605	0.5331806079
606	0.5331694438
607	0.5331601225
608	0.5331522444
609	0.5331398439
610	0.5331208158
611	0.5331089683
612	0.5330950421
613	0.5330881664
614	0.5330770649
615	0.5330696776
616	0.5330581817
617	0.53305011
618	0.5330354108
619	0.5330247104
620	0.5330150833
621	0.5330029618
622	0.5329922634
623	0.532984412
624	0.5329768999
625	0.5329612334
626	0.5329515196
627	0.532943491
628	0.5329398422
629	0.5329311534
630	0.5329217453
631	0.5329127871
632	0.5329050412
633	0.5328945764
634	0.5328867651
635	0.5328765306
636	0.5328686113
637	0.5328605233
638	0.5328531923
639	0.5328399423
640	0.5328330028
641	0.5328244927
642	0.5328136469
643	0.5327993437
644	0.5327900297
645	0.5327750869
646	0.5327649933
647	0.5327541107
648	0.5327403035
649	0.5327275599
650	0.5327106897
651	0.5326990812
652	0.5326830065
653	0.5326699268
654	0.532659795
655	0.5326533305
656	0.5326421575
657	0.532633142
658	0.5326206637
659	0.5326123136
660	0.5326009135
661	0.5325907465
662	0.5325809516
663	0.5325791432
664	0.5325713983
665	0.532563236
666	0.5325582046
667	0.5325484683
668	0.532540945
669	0.5325281213
670	0.5325173623
671	0.5325057334
672	0.5325034936
673	0.5324973208
674	0.5324893873
675	0.5324861859
676	0.5324750544
677	0.5324682569
678	0.5324581845
679	0.5324490157
680	0.5324417429
681	0.5324310151
682	0.5324190948
683	0.5324095729
684	0.5323996674
685	0.5323870338
686	0.532383907
687	0.5323808796
688	0.532375289
689	0.5323701646
690	0.5323615676
691	0.5323551348
692	0.5323490049
693	0.5323377586
694	0.532337451
695	0.5323238152
696	0.5323160821
697	0.5323081722
698	0.5322920119
699	0.532286054
700	0.5322785359
701	0.5322646409
702	0.532250755
703	0.5322395217
704	0.5322264565
705	0.532220598
706	0.53220572
707	0.5322022113
708	0.5321915726
709	0.5321862421
710	0.5321738947
711	0.532161183
712	0.5321484057
713	0.5321360122
714	0.5321294542
715	0.5321179747
716	0.5321138543
717	0.532105335
718	0.5320940672
719	0.5320850978
720	0.5320711799
721	0.5320640183
722	0.5320553485
723	0.5320476274
724	0.5320372038
725	0.5320290074
726	0.5320283957
727	0.5320219069
728	0.53201059
729	0.5320009707
730	0.5319880783
731	0.5319841562
732	0.5319711865
733	0.5319572073
734	0.5319435409
735	0.5319346351
736	0.5319271646
737	0.5319180111
738	0.5319123971
739	0.5319088438
740	0.5318972435
741	0.5318863406
742	0.5318787228
743	0.5318711495
744	0.5318701704
745	0.5318584715
746	0.5318514431
747	0.5318465109
748	0.5318397413
749	0.531832803
750	0.531825198
751	0.5318175232
752	0.5318093948
753	0.531799425
754	0.5317893118
755	0.5317819518
756	0.5317752169
757	0.5317673301
758	0.5317575289
759	0.5317446376
760	0.5317396967
761	0.5317269072
762	0.5317176167
763	0.5317064793
764	0.5316985203
765	0.5316912055
766	0.5316857579
767	0.5316799829
768	0.5316748626
769	0.5316718164
770	0.5316613549
771	0.5316516433
772	0.5316466981
773	0.5316352374
774	0.5316232762
775	0.5316152943
776	0.5316121511
777	0.5316075775
778	0.5315986208
779	0.5315947141
780	0.5315804966
781	0.5315633217
782	0.5315574399
783	0.5315439172
784	0.531538737
785	0.5315269023
786	0.5315154637
787	0.5315061734
788	0.5315015494
789	0.5314999712
790	0.5314983823
791	0.531487314
792	0.5314774708
793	0.5314628563
794	0.5314590468
795	0.5314506746
796	0.5314442715
797	0.5314330349
798	0.5314237594
799	0.531410173
800	0.5314043214
801	0.5313982394
802	0.531383982
803	0.5313755297
804	0.5313729021
805	0.5313629596
806	0.5313623814
807	0.5313620017
808	0.5313557096
809	0.5313545355
810	0.5313545051
811	0.5313406123
812	0.5313313737
813	0.531322827
814	0.5313204873
815	0.5313131565
816	0.531297077
817	0.5312915762
818	0.5312835553
819	0.5312753135
820	0.5312675952
821	0.5312672724
822	0.531259481
823	0.5312505347
824	0.5312422985
825	0.5312281278
826	0.5312179954
827	0.5312093291
828	0.5312033397
829	0.5311981017
830	0.5311914791
831	0.5311791336
832	0.5311663414
833	0.531157169
834	0.5311484345
835	0.5311478749
836	0.5311446283
837	0.531138532
838	0.531128939
839	0.5311174647
840	0.5311065837
841	0.5310972716
842	0.5310874308
843	0.5310737635
844	0.5310628847
845	0.5310514983
846	0.5310410258
847	0.5310327211
848	0.5310281384
849	0.53101879
850	0.5310129133
851	0.5310102724
852	0.5310041092
853	0.5309970144
854	0.5309878622
855	0.5309756686
856	0.5309668501
857	0.5309559033
858	0.5309460283
859	0.530937411
860	0.5309288203
861	0.5309241755
862	0.5309154687
863	0.5309024603
864	0.5309010938
865	0.5308934942
866	0.5308841162
867	0.5308724585
868	0.5308590326
869	0.5308537016
870	0.5308447304
871	0.5308396558
872	0.5308271978
873	0.5308184905
874	0.5308099945
875	0.5308035295
876	0.5307979708
877	0.5307849619
878	0.5307818539
879	0.530775053
880	0.5307670345
881	0.5307610774
882	0.5307568117
883	0.5307462047
884	0.5307406212
885	0.5307325323
886	0.5307224701
887	0.5307167251
888	0.530706511
889	0.5306940396
890	0.5306885907
891	0.530680076
892	0.5306683981
893	0.5306581331
894	0.5306576181
895	0.5306570749
896	0.530648207
897	0.5306417309
898	0.530633494
899	0.5306257997
900	0.5306133143
901	0.5305987495
902	0.5305897711
903	0.5305823239
904	0.5305684556
905	0.5305633042
906	0.5305534558
907	0.5305440421
908	0.530540996
909	0.5305329744
910	0.5305248566
911	0.5305161804
912	0.5305062167
913	0.5304999825
914	0.530493223
915	0.5304837781
916	0.5304763897
917	0.5304715592
918	0.5304593607
919	0.5304466076
920	0.5304428132
921	0.5304338755
922	0.5304324192
923	0.5304213089
924	0.5304174786
925	0.5304100782
926	0.5304010836
927	0.530391221
928	0.5303869399
929	0.530382133
930	0.530381735
931	0.5303698052
932	0.5303586672
933	0.5303547706
934	0.5303443723
935	0.5303387956
936	0.530324777
937	0.5303182951
938	0.5303089645
939	0.5303046893
940	0.5302965881
941	0.5302915055
942	0.5302854723
943	0.5302787357
944	0.5302700937
945	0.5302638911
946	0.5302542778
947	0.5302452437
948	0.5302341333
949	0.5302262658
950	0.5302138247
951	0.5302083531
952	0.5302009399
953	0.5301987124
954	0.530193386
955	0.5301921537
956	0.5301777646
957	0.5301688878
958	0.5301595417
959	0.530146819
960	0.530131665
961	0.5301207466
962	0.5301145383
963	0.5301142965
964	0.5301064993
965	0.5300977111
966	0.5300888712
967	0.5300829662
968	0.5300735358
969	0.5300724673
970	0.5300610519
971	0.5300456319
972	0.5300395012
973	0.5300239788
974	0.5300135659
975	0.5300035623
976	0.5300000728
977	0.5299953182
978	0.5299910096
979	0.5299861314
980	0.5299741309
981	0.5299734469
982	0.5299683354
983	0.5299617048
984	0.5299519402
985	0.5299420869
986	0.5299382885
987	0.529934573
988	0.5299253242
989	0.5299163074
990	0.5299077419
991	0.5298997119
992	0.5298943323
993	0.5298857341
994	0.5298795756
995	0.5298706717
996	0.5298627817
997	0.5298587968
998	0.529848149
999	0.5298372393
